search_id;type of propery;Postcode;Link;Available as of;Available date;Neighbourhood or locality;Construction year;Floor;Number of floors;Building condition;Number of frontages;Surroundings type;Living area;Living room surface;Kitchen type;Kitchen surface;Bedrooms;Bedroom 1 surface;Bathrooms;Toilets;Furnished;Terrace surface;Elevator;Accessible for disabled people;Visio phone;Swimming pool;Primary energy consumption;Energy class;;Reference number of the EPC report;CO₂ emission;Yearly theoretical total energy consumption;As built plan;Heating type;Thermic solar panels;Double glazing;Planning permission obtained;Subdivision permit;Possible priority purchase right;Flood zone type;Latest land use designation;Price;Cadastral income;Tenement building;Address;Website;External reference;Covered parking spaces;Outdoor parking spaces;Bedroom 2 surface;Bedroom 3 surface;Office surface;Office;Dining room;Basement;Armored door;Caretaker;Monthly charges;Street frontage width;Shower rooms;Intercom;Total ground floor buildable;Extra information;Agent's name;Living room;Dressing room;Laundry room;Professional space;Surface of the plot;Gas, water & electricity;Terrace;Secure access / alarm;Photovoltaic solar panels;Property name;Terrace orientation;Air conditioning;Common water heater;TV cable;Connection to sewer network;Jacuzzi;Sauna;E-level (overall energy performance);Heat pump;Proceedings for breach of planning regulations;Garden;Garden orientation;Width of the lot on the street;Virtual visit;Bedroom 4 surface;Attic;Garden surface;How many fireplaces?;Professional space surface;Basement surface;Attic surface;Obligation to build;Bedroom 5 surface;Land is facing street;Wooded land;Plot at rear;Flat land;Internet;Conformity certification for fuel tanks;Type of building;Lump sum;Monthly annuity;Indexed annuity;Reversionary annuity;Bare ownership sale;Number of annuitants;Age of annuitant;Maximum duration of annuity
9941435;Apartment block;6800;https://www.immoweb.be/en/classified/apartment-block/for-sale/libramont-chevigny/6800/9941435?searchId=6298cd78cd665;;Dorpsstraat, 21;;6064 - 1690297;;Kortrijksesteenweg, 390 bus 001;Immediately;Zone Centre Province du Luxembourg;As new;13.99 m;4;6;Countryside;419;2;8;17;96;3;1247;;South West;No;No;Yes;Yes;No;432;F;Not specified;20210615005550;No;123 kg CO₂/m²;30734 kWh/year;Yes;Yes;Yes;No;No;No;Non flood zone;;;Yes;7;2004;Installed;18;18;2;Yes;2;No;Yes;;May 21 2022 - 12:00 AM;2;No;Electric;No;Walestraat;93;8;1;Yes;Yes;141;1;1247;No;1575 - DS22/031;Yes;Yes;No;No;417;No;Yes;No;Gas;155;2020;Yes;80;4746929;17;Yes;No;2;2;4;;;;;;;;;;;;;;;;;;
9939272;Apartment;1050;https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/9939272?searchId=6298cd78cd665;;Avenue de Bouillon 92;;;4769916;After signing the deed;September 30 2022 - 12:00 AM;1964;2;To be done up;3;Isolated;;110;40;3;13;1;2;No;Yes;Yes;Yes;Yes;Yes;Yes;No;218;E;611548-01-4;43 kg CO₂/m²;No;Not specified;Yes, conform;Yes;Yes;119;Yes;No;Non flood zone;Living area (residential, urban or rural);;;No;7;2004;Semi equipped;7;18;2;Yes;11;9;Yes;;May 21 2022 - 12:00 AM;15;No;Gas;No;Walestraat;93;8;1;Yes;Yes;141;1;1247;No;1575 - DS22/031;Yes;Yes;No;No;417;No;Yes;No;Gas;155;2020;Yes;80;11;17;Yes;No;2;2;4;;;;;;;;;;;;;;;;;;
9941084;Apartment;1050;https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/9941084?searchId=6298cd78cd665;;Avenue Louise 433;;;4773271;After signing the deed;September 1 2022 - 12:00 AM;1899;2;Good;3;;;81;28;Yes;1;1;1;1;Yes;Yes;8;No;No;Yes;No;279;F;611548-01-4;201702800003739400014;No;59 kg CO₂/m²;Yes, conform;Yes;Yes;Not specified;Yes;Gas;Non flood zone;;;;No;7;2004;Semi equipped;7;18;2;Urban;17;9;Yes;Yes;May 21 2022 - 12:00 AM;Hyper equipped;No;Gas;No;Walestraat;93;8;1;Yes;Yes;141;1;1247;No;1575 - DS22/031;Yes;Yes;No;No;417;No;Yes;No;Gas;155;2020;Yes;80;3;17;Yes;No;2;2;4;;;;;;;;;;;;;;;;;;
9941373;House;1601;https://www.immoweb.be/en/classified/house/for-sale/ruisbroek-(-bij-brussel)/1601/9941373?searchId=6298cd78cd665;;Avenue Louise 433;;Avenue Baron Albert d'Huart 130;4773271;After signing the deed;;After signing the deed;7 m;1;3;;201;Yes;Yes;16;11;2;;Connected;No;Yes;No;Yes;Yes;Yes;No;295;C;611548-01-4;Not specified;No;Not specified;Yes, conform;Gas;Yes;No;No;No;Non flood zone;Living area (residential, urban or rural);;;No;1888;Good;Installed;8;18;2;Urban;17;9;Yes;Yes;4735160;15;178;Not specified;No;Walestraat;1;8;1;Yes;3;Yes;1;85;No;1575 - DS22/031;Yes;Yes;No;No;No;No;Yes;No;Gas;115;2020;Yes;33;2;4;Yes;293;2;2;29;;;;;;;;;;;;;;;;;;
9942225;Apartment;2800;https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/9942225?searchId=6298cd78cd665;;Avenue Louise 433;;Place Communale 8;;After signing the deed;4756998;After signing the deed;7 m;2010;2;1;141;56;1;13;2;19;14;1;No;2;No;No;3;Yes;Yes;139;B;20220524-0002610032-RES-1;Not specified;No;Not specified;Yes, conform;Gas;No;Yes;Yes;No;Living area (residential, urban or rural);;;;No;After signing the deed;Good;Installed;8;18;2;Urban;17;9;Yes;Non flood zone;4735160;15;178;Not specified;No;Walestraat;1;8;1;Yes;3;Yes;1;85;No;1575 - DS22/031;Yes;Yes;No;No;No;No;Yes;No;Gas;Gas;2020;Yes;33;2;4;Yes;293;Good;2;29;;;;;;;;;;;;;;;;;;
9938746;Apartment;1150;https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-pierre/1150/9938746?searchId=6298cd78cd665;;Avenue Louise 433;;Dorp 4A;;4220 - 1087;Depending on the tenant;1969;2;As new;2;Living area (residential, urban or rural);;125;37;3;12;1;10;Yes;No;2;Yes;No;Yes;Yes;No;130;C;20220524-0002610032-RES-1;Not specified;No;Not specified;Yes, conform;Gas;No;Yes;Yes;25 kg CO₂/m²;Not specified;Gas;;;No;After signing the deed;Good;Installed;8;13;14;Urban;17;20;Yes;Non flood zone;4735160;15;Yes;Not specified;No;Walestraat;1;8;1;Yes;3;Yes;1;85;No;1575 - DS22/031;Yes;Yes;No;No;No;No;Yes;No;Gas;Gas;2020;Yes;33;5;4;Yes;293;Good;2;29;;;;;;;;;;;;;;;;;;
9867538;Villa;1702;https://www.immoweb.be/en/classified/villa/for-sale/groot-bijgaarden/1702/9867538?searchId=6298cd78cd665;;;;Avenue des Cerisiers, 212;;4220 - 1087;;October 1 2022 - 12:00 AM;8.15 m;1;2;Isolated;;197;30;3;24;1;10;525;Connected;2;Yes;No;No;Yes;No;434;E;20220524-0002610032-RES-1;2586246;No;Not specified;Not specified;Gas;Yes;No;Yes;No;No;Non flood zone;;;No;1956;As new;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;4765302;15;Yes;Not specified;No;Walestraat;1;8;1;Yes;6;2;Yes;85;No;1575 - DS22/031;Yes;Yes;No;Yes;1;No;Yes;No;Gas;Yes;2020;Yes;33;4;4;Yes;293;Good;2;29;;;;;;;;;;;;;;;;;;
9941048;RESIDENCE TENBOSCH;1050;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/ixelles/1050/9941048?searchId=6298cd78cd665;;Astridlaan 1;;Avenue des Cerisiers, 212;;4220 - 1087;;October 1 2022 - 12:00 AM;8.15 m;1;2;Isolated;;197;30;3;24;1;10;525;Connected;2;Yes;July 1 2024 - 12:00 AM;Projets Bruxelles Sud;1;;55;B;20220524-0002610032-RES-1;2586246;No;Not specified;Not specified;Gas;Yes;B;Yes;No;No;65 kg CO₂/m²;Not specified;;Non flood zone;4733283;As new;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;4765302;15;Yes;Not specified;No;Walestraat;1;8;1;Yes;6;2;Yes;85;No;1575 - DS22/031;Yes;Yes;No;Yes;1;No;Yes;No;Gas;Yes;2020;Yes;33;At delivery;4;Yes;293;Good;2;29;;;;;;;;;;;;;;;;;;
9938226;POMPIDOU;1000;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/9938226?searchId=6298cd78cd665;No;Astridlaan 1;;Avenue des Cerisiers, 212;;4220 - 1087;;October 1 2022 - 12:00 AM;8.15 m;1;2;Isolated;;197;30;3;24;1;10;525;Connected;2;Yes;;Chaussée de Waterloo 1382;4614335;After signing the deed;30;A;20220524-0002610032-RES-1;2586246;No;Not specified;Not specified;Gas;Yes;B;Yes;No;No;Not specified;Not specified;Not specified;Non flood zone;4733283;As new;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;4765302;15;Yes;Not specified;No;Walestraat;1;8;1;Yes;6;2;Yes;85;No;1575 - DS22/031;Yes;Yes;No;Yes;1;No;Yes;No;Gas;Yes;2020;Yes;33;At delivery;4;Yes;293;Good;2;29;;;;;;;;;;;;;;;;;;
9939016;House;6800;https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/9939016?searchId=6298cd78cd665;No;Astridlaan 1;;Rue Joseph Hazard 35;;4220 - 1087;;Zone Centre Province du Luxembourg;7.5 m;3;2;1;Living area (residential, urban or rural);60;15;Not installed;8;11;;Connected;No;2;10;No;No;Yes;No;470;F;20220524-0002610032-RES-1;20220420022685;No;116 kg CO₂/m²;Not specified;Gas;Yes;Fuel oil;Yes;58;Non flood zone;Living area (residential, urban or rural);;;No;1998;To renovate;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;Depending on the tenant;15;Yes;24684 kWh/year;No;Walestraat;1;8;1;Yes;1;Yes;Yes;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Yes;2020;Yes;20;At delivery;4;Yes;158;Good;2;29;1;;;;;;;;;;;;;;;;;
9922623;EVEREAST;1140;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/evere/1140/9922623?searchId=6298cd78cd665;No;;;Rue Joseph Hazard 35;;4220 - 1087;;Zone Centre Province du Luxembourg;7.5 m;3;2;1;Living area (residential, urban or rural);60;15;Not installed;8;11;;Connected;No;2;10;Avenue de Bouillon 92;;4747546;June 15 2023 - 12:00 AM;70;B;20220524-0002610032-RES-1;20220420022685;No;116 kg CO₂/m²;Not specified;Gas;Yes;Fuel oil;Yes;58;Non flood zone;Not specified;Not specified;Not specified;No;1998;To renovate;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;Depending on the tenant;15;Yes;24684 kWh/year;No;Walestraat;1;8;1;Yes;1;Yes;Yes;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Yes;2020;Yes;20;At delivery;4;Yes;158;Good;2;29;1;;;;;;;;;;;;;;;;;
9933087;New real estate project - Apartments;9800;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/deinze/9800/9933087?searchId=6298cd78cd665;No;;;Rue Joseph Hazard 35;;4220 - 1087;;Zone Centre Province du Luxembourg;7.5 m;3;2;1;Living area (residential, urban or rural);60;15;Not installed;8;11;;Connected;No;2;10;No;;4747546;Rue Joseph Hazard 35;;Not specified;20220524-0002610032-RES-1;20220420022685;No;116 kg CO₂/m²;Not specified;Not specified;Not specified;Yes;Yes;58;Non flood zone;No;Yes;No;Non flood zone;1998;To renovate;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;Depending on the tenant;15;Yes;24684 kWh/year;No;Walestraat;1;8;1;Yes;1;Yes;Yes;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Yes;2020;Yes;20;At delivery;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9922125;PARK SIDE;1070;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/anderlecht/1070/9922125?searchId=6298cd78cd665;No;No;;Rue Joseph Hazard 35;;4220 - 1087;;Zone Centre Province du Luxembourg;7.5 m;3;2;1;Living area (residential, urban or rural);60;15;Not installed;8;11;;Connected;No;2;10;;Brusselsesteenweg 690;;PR22005PRIW;June 1 2024 - 12:00 AM;30;20220524-0002610032-RES-1;20220420022685;No;116 kg CO₂/m²;Not specified;Not specified;Not specified;Yes;Yes;58;Non flood zone;A;Not specified;Not specified;Non flood zone;1998;To renovate;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;Depending on the tenant;15;Yes;24684 kWh/year;No;Walestraat;1;8;1;Yes;1;Yes;Yes;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Yes;2020;Yes;20;At delivery;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9938039;Apartment;9000;https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/9938039?searchId=6298cd78cd665;No;No;;Not specified;No;;Rue Joseph Hazard 35;Zone Centre Province du Luxembourg;;1967;4;4;Living area (residential, urban or rural);To be done up;15;Urban;78;20;;Installed;No;2;10;2;1;1;No;Yes;778;F;2408357;No;1000 kg CO₂/m²;Not specified;Not specified;Not specified;Yes;Yes;Not specified;No;Gas;Yes;;;1998;To renovate;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;Depending on the tenant;15;Yes;24684 kWh/year;No;Walestraat;1;8;1;Yes;1;Yes;Yes;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Yes;2020;Yes;20;At delivery;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9934000;Apartment;1200;https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/9934000?searchId=6298cd78cd665;No;;;Sluizeken 16;;10293 -;After signing the deed;Zone Centre Province du Luxembourg;1;As new;1;1;Living area (residential, urban or rural);;49;13;10;1;10;1;1;No;8;Yes;Yes;Yes;Yes;No;258;F;E;No;20151102-0000311288-01-4;Not specified;Not specified;Not specified;Not specified;Yes;Electric;Yes;2129;Non flood zone;;;October 3 2022 - 12:00 AM;2001;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;Depending on the tenant;USA hyper equipped;1;41 kg CO₂/m²;No;Walestraat;1;8;1;Yes;1;Yes;Yes;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Yes;2020;Yes;20;6;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9922616;THE ONE;8370;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/blankenberge/8370/9922616?searchId=6298cd78cd665;No;;;Sluizeken 16;;10293 -;After signing the deed;Zone Centre Province du Luxembourg;1;As new;1;1;Living area (residential, urban or rural);;49;13;10;1;10;1;1;No;8;No;;Yes;Avenue Louise 433;;4766187;F;E;No;20151102-0000311288-01-4;Not specified;Not specified;Not specified;Not specified;Yes;Electric;Yes;Not specified;Yes;No;;October 3 2022 - 12:00 AM;2001;Hyper equipped;11;13;14;Urban;17;20;Yes;Non flood zone;Depending on the tenant;USA hyper equipped;1;41 kg CO₂/m²;No;Walestraat;1;8;1;Yes;1;Yes;Yes;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Not specified;2020;Yes;20;6;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9938038;Apartment;9040;https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/9938038?searchId=6298cd78cd665;No;;;No;No;No;;Franchommelaan 82-86;1;;2010;1;2;Good;49;3;101;Installed;10;2;1;No;8;1;2;Yes;No;Yes;Yes;157;B;No;2367984;3 kg CO₂/m²;Not specified;No;Gas;Yes;Yes;Yes;No;Non flood zone;Living area (residential, urban or rural);;October 3 2022 - 12:00 AM;2001;Hyper equipped;11;13;14;Urban;38;20;Yes;Non flood zone;Depending on the tenant;USA hyper equipped;1;41 kg CO₂/m²;No;Walestraat;1;8;1;Yes;1;Yes;8;85;No;1575 - DS22/031;Yes;Yes;No;60;No;No;Yes;No;Gas;Not specified;2020;Yes;20;6;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9939225;Apartment;1180;https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/9939225?searchId=6298cd78cd665;;;No;;Sluizeken 16;;10292 - 20122978;Bruxelles;1960;5;Good;6.4 m;2;Urban;;31;5;2;10;11;1;No;No;Yes;Yes;Yes;Yes;Yes;No;157;322;No;F;3 kg CO₂/m²;20220507-0000611929-01-5;64 kg CO₂/m²;Gas;Gas;Yes;No;No;No;Mixed living area (accommodation & economic activities);;October 3 2022 - 12:00 AM;2001;78;11;13;14;Urban;38;20;Yes;Non flood zone;After signing the deed;Installed;1;41 kg CO₂/m²;No;Walestraat;1;8;1;Yes;1;Yes;8;85;No;1575 - DS22/031;Yes;Yes;No;1;No;No;Yes;No;Gas;Not specified;2020;Yes;20;4;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9936411;Antwerpen -  The Mark;2018;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/antwerp/2018/9936411?searchId=6298cd78cd665;;;No;;Sluizeken 16;;10292 - 20122978;Bruxelles;1960;5;Good;6.4 m;2;Urban;;31;5;2;10;11;1;No;No;Place Communale 8;;Yes;4769077;At delivery;1;157;322;No;F;1;20220507-0000611929-01-5;Not specified;Not specified;Gas;Yes;No;Not specified;Not specified;Not specified;Yes;No;;78;11;13;14;Urban;38;20;Yes;Non flood zone;After signing the deed;Installed;1;41 kg CO₂/m²;No;Walestraat;1;8;1;Yes;1;Yes;8;85;No;1575 - DS22/031;Yes;Yes;No;1;No;No;Yes;No;Gas;Not specified;2020;Yes;20;4;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9859129;Penthouse;1060;https://www.immoweb.be/en/classified/penthouse/for-sale/saint-gilles/1060/9859129?searchId=6298cd78cd665;No;;Non flood zone;No;;Antoon Catriestraat  8a;;4782733;To be defined;Bruxelles (19 communes);Good;5;2;5;As new;2;66;Yes;USA hyper equipped;11;1;No;No;1;1;1;1;1;No;157;20;No;F;1;20220507-0000611929-01-5;Not specified;Not specified;Gas;1171;G;Not specified;235 kg CO₂/m²;Not specified;Gas;No;;78;11;13;14;Urban;38;20;Yes;Non flood zone;After signing the deed;Urban;1;41 kg CO₂/m²;No;Walestraat;1924;8;1;Yes;1;Yes;8;85;No;1575 - DS22/031;Yes;Yes;No;1;No;No;Yes;No;Gas;Not specified;2020;Yes;20;4;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9922644;PARK LANE;1000;https://www.immoweb.be/en/classified/new-real-estate-project-apartments/for-sale/bruxelles/1000/9922644?searchId=6298cd78cd665;;;Non flood zone;No;;Antoon Catriestraat  8a;;4782733;To be defined;Bruxelles (19 communes);Good;5;2;5;As new;2;66;Yes;USA hyper equipped;11;1;No;No;;No;;Avenue Louis Lepoutre 109;;4730646;157;20;No;F;1;20220507-0000611929-01-5;Not specified;Not specified;Gas;1171;G;After signing the deed;75;B;Gas;No;;78;11;13;14;Urban;38;20;Yes;Non flood zone;After signing the deed;Urban;1;41 kg CO₂/m²;No;Walestraat;1924;8;1;Yes;1;Yes;8;85;No;1575 - DS22/031;Yes;Yes;No;1;No;No;Yes;No;Gas;Not specified;2020;Yes;20;4;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9938709;Apartment;1200;https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/9938709?searchId=6298cd78cd665;Not specified;Not specified;Not specified;No;;Rue Joseph Hazard 35;;After signing the deed;July 1 2022 - 12:00 AM;2008;5;As new;2;Living area (residential, urban or rural);;34;USA hyper equipped;2;11;2;2;No;No;Yes;17;Yes;Yes;Yes;Yes;157;No;No;156;1;20220507-0000611929-01-5;Not specified;Not specified;Gas;D;31 kg CO₂/m²;Not specified;Gas;Yes;;No;;109;11;13;14;6;7;Yes;Yes;Not specified;After signing the deed;Yes;2;41 kg CO₂/m²;No;Walestraat;1924;8;1;Yes;1;Yes;8;85;No;1575 - DS22/031;Yes;Yes;No;1;No;No;Yes;No;Gas;Not specified;2020;Yes;20;1 - Bruxelles Est;4;Yes;158;Good;2;29;1;Not specified;;;;;;;;;;;;;;;;
9939243;House;1325;https://www.immoweb.be/en/classified/house/for-sale/chaumont-gistoux/1325/9939243?searchId=6298cd78cd665;;;Not specified;No;;Rue Joseph Hazard 35;;;October 1 2022 - 12:00 AM;As new;17 m;2;2;3;Living area (residential, urban or rural);2;4;12;Yes;2;2;No;No;2785;;Yes;2785;South;100;Yes;274;No;D;1;20220507-0000611929-01-5;Not specified;Not specified;Gas;20220525019713;Not specified;88792 kWh/year;No;Electric;Yes;4746741;After signing the deed;;358;37;17;6;16;Yes;Yes;Not specified;Avenue Baron Albert d'Huart 130;Installed;2;41 kg CO₂/m²;No;Walestraat;1924;8;1;Yes;1;4;8;85;No;1575 - DS22/031;Yes;Yes;No;1;No;No;Yes;No;Gas;Not specified;2020;Yes;2;1989;60;Yes;55;4;2;29;1;Not specified;;;;;;;;;;;;;;;;
9938906;Villa;9551;https://www.immoweb.be/en/classified/villa/for-sale/herzele/9551/9938906?searchId=6298cd78cd665;;;No;;;Rue Joseph Hazard 35;Chaussee de Charleroi 59 B;154 - 93363906;Oost-Vlaanderen;2013;As new;18 m;4;1;6;39;6;18;No;Yes;1154;Yes;700;40;No;No;Yes;Yes;Yes;Yes;93;A;20220306-0002557739-RES-1;Not specified;Not specified;No;Yes;Yes;Yes;Yes;No;No;Non flood zone;Living area (residential, urban or rural);After signing the deed;August 1 2022 - 12:00 AM;Isolated;430;37;17;6;16;Yes;Yes;Not specified;;Installed;2;41 kg CO₂/m²;No;Walestraat;1924;8;1;Yes;15;3;8;;No;1575 - DS22/031;Yes;Yes;No;Connected;3;No;Yes;No;Gas;Gas;2020;Yes;14;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9944788;Villa;1330;https://www.immoweb.be/en/classified/villa/for-sale/rixensart/1330/9944788;;;No;;;Rue Joseph Hazard 35;No;;Oost-Vlaanderen;4783895;As new;As new;4;4;6;8;6;8;No;Yes;1154;Yes;700;Yes;No;207;Yes;Yes;Yes;Yes;Yes;A;A;Not specified;Not specified;No;Yes;Yes;20210225022194;12 kg CO₂/m²;Not specified;Gas;Yes;Living area (residential, urban or rural);Sint-Denijslaan 1;;Isolated;430;37;Yes;2009;Hyper equipped;Yes;Yes;Not specified;;Installed;2;41 kg CO₂/m²;No;Walestraat;After signing the deed;6;850;Yes;Yes;6;Yes;Yes;68;1575 - DS22/031;Yes;Yes;No;Connected;3;No;Yes;No;Gas;Gas;2020;Yes;14;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9944787;Apartment;8630;https://www.immoweb.be/en/classified/apartment/for-sale/veurne/8630/9944787;Yes;;No;;No;;Avenue Capouillet 58 A;;;At delivery;As new;1;4;4;6;As new;93;Yes;Installed;1;1154;1;700;Yes;No;207;11;South East;Yes;Yes;Yes;A;Not specified;Not specified;Not specified;No;Yes;Yes;Not specified;12 kg CO₂/m²;Not specified;Not specified;Gas;Living area (residential, urban or rural);Sint-Denijslaan 1;;Isolated;430;37;Yes;2022;Hyper equipped;Yes;Yes;Not specified;;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Walestraat;Vue;6;Yes;Yes;Yes;6;Yes;Yes;68;;2;1;Yes;Connected;3;No;Yes;No;Gas;Gas;2020;Yes;14;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9944778;House;7340;https://www.immoweb.be/en/classified/house/for-sale/colfontaine/7340/9944778;Yes;;No;;No;;Yes;Yes;;Yes;As new;1;;No;6;;93;Foreestelaan 86/201;3;1;No;1;2;No;No;No;No;Yes;No;Yes;No;20220518011865;90253 kWh/year;Not specified;397;Gas;No;No;No;Yes;No;No;No;Living area (residential, urban or rural);Sint-Denijslaan 1;;Isolated;430;37;Yes;2022;Hyper equipped;Yes;Yes;Not specified;;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Walestraat;Vue;6;Yes;Yes;3;12;Yes;No;E;;2;1;Not specified;220;150;Connected;Yes;No;397;No;2020;Yes;14;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9944777;House;9500;https://www.immoweb.be/en/classified/house/for-sale/overboelare/9500/9944777;Non flood zone;;No;Another type of area;No;;;No;;;After signing the deed;1969;Good;10 m;4;5;95;Installed;1;1;No;1;2;1;Yes;No;2020;Yes;Yes;North;30;20220518011865;340;D;20220526-0002611765-RES-1;Not specified;No;Fuel oil;Yes;Yes;No;No;No;Non flood zone;;Rue Grande 92;3;430;37;Yes;2022;35;Yes;Yes;Not specified;;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Walestraat;Vue;6;Yes;Yes;8;2;Yes;No;E;;2;1;Not specified;220;150;Connected;Yes;No;397;Not specified;14;14;14;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9944776;Mixed-use building;9500;https://www.immoweb.be/en/classified/mixed-use-building/for-sale/overboelare/9500/9944776;Living area (residential, urban or rural);;No;;No;;;;;1621 - DS22/031;After signing the deed;1969;Good;10 m;4;5;95;Installed;1;1;No;1;2;1;Yes;No;2020;Yes;Yes;North;30;20220518011865;340;D;20220526-0002611765-RES-1;Not specified;No;Fuel oil;Yes;Yes;No;No;No;Non flood zone;Geraardsbergenstraat 13A;;3;430;37;Yes;2022;35;Yes;Yes;Not specified;No;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Walestraat;Vue;6;Yes;Yes;8;2;Yes;No;E;;2;1;Not specified;220;150;Connected;Yes;No;397;Not specified;14;14;14;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9944775;House;2840;https://www.immoweb.be/en/classified/house/for-sale/rumst/2840/9944775;Living area (residential, urban or rural);;No;;No;;;Yes;;;After signing the deed;Geraardsbergenstraat 13A;Good;;4;1620 - DS22/031;After signing the deed;2;1;1;No;1;2;Yes;No;198;;Yes;Yes;North West;235;20220518011865;C;D;20220526-0002611765-RES-1;2022052700026111791-RES1;1000 kg CO₂/m²;Fuel oil;Not specified;No;78;Gas;No;Yes;Geraardsbergenstraat 13A;;3;430;37;1951;2022;6 m;Yes;Yes;Not specified;;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Walestraat;Vue;6;Yes;Yes;156;4;Yes;No;E;;2;1;Not specified;220;150;Connected;Yes;Yes;397;Not specified;2;3;Installed;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
9944774;Bungalow;9500;https://www.immoweb.be/en/classified/bungalow/for-sale/overboelare/9500/9944774;No;;No;Non flood zone;No;;;No;;118 - 93363902;After signing the deed;1969;Good;10 m;4;5;95;Installed;1;1;No;1;2;1;Yes;No;2020;Yes;Yes;North;30;20220518011865;340;D;20220526-0002611765-RES-1;Not specified;No;Fuel oil;Yes;Yes;No;No;No;Non flood zone;;Lusthovenlaan 39;3;430;37;1951;2022;35;Yes;Yes;Not specified;;Living area (residential, urban or rural);2;41 kg CO₂/m²;No;Walestraat;Vue;6;Yes;Yes;8;2;Yes;No;E;;2;1;Not specified;220;150;Connected;Yes;Yes;397;Not specified;14;14;Installed;1989;45;25;Yes;4;2;29;1;Not specified;Hyper equipped;;;;;;;;;;;;;;;
